"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"sp1" -2.54751632785389 -1.55976507151683 -2.28896366750597 -2.22674632256299 0.0381970593932032 -2.09501023278675 -1.93141554228742 -2.74010058695313 -2.09667337078729 -0.283116952167272 0.570933527916972 1.42628363941011 -3.86515701539555 -4.60826695264345 -3.47348868146062 0.825958621925126 -3.38137837798518 0.373274183208541 -0.70303438198437 -4.09901944480881 -0.467815573798123 -0.987904163494109 -0.186322654804685 -0.839232754255948 -3.61294836380507 0.707601385085914 -2.14986016321765 -2.33880104673911 -0.144060381238224 -1.00369820880936 -3.41449559517914 -1.68963791637331 -0.612760016694526 -1.31878630611682 -0.943263864639091 -2.68664880113177 -2.12865320581546 -1.30023122057117 -0.272457052636537 0.740760463271289 -0.400168434756674 1.11065643236264 -0.897191146019139 -1.34103932585192 -3.81665353673796 -1.90844258644074 -0.319531501922112 -0.715044210510633 -1.33708143431662 -0.665437208813026 -0.654819283800709 -0.372912222299109 0.0155593892603623 -0.462168314132635 -0.29840356701547 -2.99692046858718 -3.07581691787561 1.30762934162464 -1.63616854823548 -2.01141781572178 -1.72143265594913 -2.54137399260553 -1.5466942835047 1.641901627621 -1.60992615386959 -0.0858543653053942 -3.44393056775005 -2.9909233309216 -0.557326713308813 -2.14162506639143 -2.71410318261454 -2.93554308878228 -4.48531965894294 -0.941185700768437 -2.35405908683298 -2.47044911316292 -0.638567336171473 -1.93181664276616 0.227319459334277 -3.15176322477682 -1.69141083010776 -2.49957608210654 -3.57805220227908 0.229882631797129 -3.34051708108767 -1.46263610741573 -0.49225446369989 -0.243953853938013 -2.98798662102918 -1.47215529755771 -0.710864632988805 -3.73178176769708 0.200771829392647 -1.56974834501532 -1.7488912830837 0.817202953713553 0.302789707639384 -3.70693430520032 -2.37541476547779 -0.841493542566929
"sp2" -3.52928125360918 -2.14117217905109 -4.14361317439682 -1.00907594142264 1.94711832994887 -1.79972589869643 -0.85234116863026 -2.71846453840705 -0.544661342799007 -2.10100044886278 -0.0834381698794191 -2.10976233401199 -1.13313071770338 0.41648468721939 -1.83958119664536 -4.08819820987248 1.74313335226938 -1.92396457795501 -1.12918125323978 1.28939878536871 -0.931290892201187 -0.0289093701386309 -1.06710609062292 -1.61493972242194 2.40482076864354 -2.99687523262816 1.92183377944302 -2.40360581339165 -3.30878954872299 0.901634540113059 0.981757828666991 -3.88750358181351 -1.92654680028602 -0.0673189476372837 -3.73157767969553 -1.69697873608771 0.641931446465068 -0.872065319373226 0.954085276725061 2.04262232529262 1.90342120253891 -0.0719295173924829 -1.4279365865028 -2.68727892033836 0.300475711694557 -1.34664499559967 -3.21436265112831 -0.975939923713245 -0.716484638436377 -2.34189483605977 0.70810230693356 0.0919755067519809 0.016529517671731 4.30620504151102 1.19221871859871 -1.85153763551481 -0.68195577668366 -2.00933620673853 -0.0483502175281976 0.921517552968892 -1.08499434663854 -1.14544049472084 -2.75502479077547 -2.82215912827162 0.828875306806502 -2.216444287273 -3.83038332343859 -2.2935045828897 0.861681860078934 1.48060145964899 1.16193599481877 0.277691703568994 -0.225774813489621 0.426352710093669 -3.24510724660499 0.257387994912936 -1.72553298648349 0.943632460787766 2.35944769343574 -0.359311817947337 -2.49784881216262 -0.219063276740683 -2.21096443034568 -0.479979897901341 -2.43190239410216 -2.36382354618411 0.0855907802612681 0.453661031546682 -2.28017369682358 -3.2324677540426 3.28727516710961 -1.68965091252299 -0.480132875773667 -1.36492649586954 -3.01297790620595 1.20005010489419 -1.86905837857936 -0.577110899884682 -2.36250339209567 -1.86843201665873
"sp3" -0.507642228226832 -4.00983168200538 -3.03022599397265 -0.505239068631737 4.83059257555834 2.07379132728728 -1.79442084636113 0.168426428379046 0.664916303861925 0.285109458787099 -0.258392571554078 0.0725420070228045 -5.44004824736611 -1.19789060780207 1.19932857815895 0.753007596715817 -1.21034960733122 -2.47381744751082 -0.930121211493052 -2.44660603848069 0.162472157442821 -2.26010854788635 -1.99692759716144 0.359818984395858 -0.792756267870866 0.0454222093809073 -1.28555520166812 -0.993611225018507 -2.29616116756364 0.222040190130221 0.660155967799678 -1.56133518979307 0.1996194998367 -1.16335586496999 0.0460758564827101 -0.434972119550109 -0.00380090662515805 2.9565477189393 2.34187854891651 6.78438982752331 1.20860029237141 0.780792765341192 0.147625485760027 1.82428191506739 -2.64364599595031 -1.05001320217823 -2.54678748646363 -0.27772477993037 -1.19809428620627 -1.09157179470962 -2.2025918676153 -0.331192894361575 -2.00128985285577 1.62043202078992 0.330059869746166 -2.53105133349967 -2.14020176279321 0.544633627840507 -1.99344034132892 2.05438608692796 -1.66915721799972 1.311576791753 -1.61901678207113 -0.804498778114937 1.1286410402623 1.38360919650503 -3.39978971307577 1.9565322975144 0.160260847188733 6.63255202484101 1.61629893518901 0.195731378909281 3.46701146371346 -2.72122071509314 -1.54533750533658 0.157181452554709 -1.2412920939524 0.272694200830987 2.1648349572327 -1.70268432823044 -3.17939629755996 1.39160338810087 0.603834075849225 -1.55461880573227 0.418264957603592 -0.3974194261814 -2.4792173420319 3.10384802437529 0.788613817312762 -1.81452909429246 2.28407099086279 -1.76587367931544 1.13511102781035 -1.05886893785562 -4.92628396613978 1.87444505567479 3.48300415928777 -0.484161952635829 0.431186036164613 1.62855550486119
"sp4" 0.446258164787804 -1.21290591297391 -1.85570229169502 3.01915546140915 0.0497549869392611 1.43416972966716 -0.142661447455809 0.158293724400925 -0.649332738153506 0.329997416799767 0.581575344210995 -0.905505087142219 -1.04628573034087 -1.07174614214735 3.23854996777359 0.0974039743323556 -1.30774038838639 -2.18956547820623 -0.40725907076905 -1.00753105576137 0.559774480562006 -1.12517970642759 4.02079398446209 -1.28031415994674 1.24316055346361 -2.58277033789831 1.1791237945848 -0.826655593406168 0.146154762904569 2.5755542924594 0.731744749604661 -1.4717389208835 -0.707668956038554 2.49403229875715 1.69192162654464 -1.2266524486082 0.91437879207992 -0.625852603705611 0.828291845529363 3.16587658873018 -0.988209869984276 0.0893984062613951 0.217033061265813 -1.62778751342826 -2.86541000187373 -1.21032636878633 -0.202659100772741 -1.29118322462662 -3.1519221198334 2.15603849780602 -2.73769547453776 2.83155945622815 1.69953315488511 0.788895171823123 1.92013374879681 -0.388499330937317 -2.25865212961443 1.78134949241758 -0.432383671253131 -0.620816048651895 -0.516005383967691 0.150624089995533 7.49453155939842 0.506924501201955 -1.20558132504161 0.993162540758495 -0.679582888677313 1.3637474103851 1.6848540277704 2.33843853380531 0.420733402326769 1.24114812493435 -0.126033119282046 -1.49533319138839 -0.37105210408058 2.07156531025107 3.43648594403605 -2.12919218837134 1.37842477790425 0.219293780897297 0.71443064049341 1.26185016744697 -0.185308266010432 -2.99730838278034 1.48170223132637 1.03819637001534 -2.64471794923797 1.01465118790256 -0.381343072569629 -1.62455014026477 4.86063925125986 -2.81195424898202 -1.25100922013355 -0.800580427514647 -3.13231271862477 3.61455427459378 2.48363007068974 -1.65555603693579 -0.723935983141879 -0.987324009341274
"sp5" -2.08373842817669 0.903413055621404 -2.7726383839991 1.39963968301363 1.53639929933634 -0.66313181914262 0.213278319688351 0.123087222983932 -1.17652265627296 -1.62043124970157 0.286818866218401 0.0136057990733048 0.610179572267621 -1.03037074293475 1.57257131820537 -2.82963538244415 -2.56906910216454 1.23494235093286 -0.443004889034635 0.637766940934368 0.85693550391717 -0.0885701942136385 0.354834462219158 -0.188454169889745 2.83522325572064 0.0748514621655329 -1.28165645573639 -0.933158696362596 1.51225691142076 0.690318107865212 2.01216361938538 -0.748116037836431 -0.583533249397638 1.50054789506915 -0.703642116893577 -1.50226946621869 -0.383584101371574 -1.40032948685171 1.43186427926776 4.36086709768793 2.55033593143065 0.519199925557523 0.88020036890634 1.41653479174989 -1.95272087179443 2.58603510529777 -2.73258575242021 0.0107109421611045 0.846169997717529 -0.327403279120736 -0.748543897850088 -0.971688538605895 -0.664124768326213 1.20958106450811 1.18822812288704 3.61855518762301 0.187837699566362 -0.0043933889067502 -0.464882860213008 0.994274930821049 0.759216628154338 0.572599074384059 1.10036725877315 -1.86794301985882 0.165878824098695 1.36511211166043 3.68924575250785 -0.131282867497867 1.04574794434112 3.92267115806503 -0.049645492227134 2.96881136889787 1.22444791290155 -0.509186219887118 -0.818238733948079 0.984088636684856 0.555554643956442 -2.46292210262573 2.74203292704914 -1.28395632164916 0.0588155185142915 1.04466839637498 -0.163552940698763 2.67444630864083 -0.410359789987934 0.949096780485839 -1.25740727040407 0.93533018474971 0.284346893767068 0.0774438571870262 0.44757406477694 -1.52148973973881 2.80599479111153 1.0927434182907 -0.792161043403596 2.47863969502868 5.02468849574489 -1.91589432515351 0.900989606240461 -2.12071278758204
"sp6" 1.5783803330377 0.227437343552048 2.87238782264292 2.16786113138133 4.96517146054025 -1.62357700748447 2.77983225362306 -4.55535571267862 1.52113575906937 0.212227134501056 2.2839962367423 -2.04531099257749 1.17864321283487 -2.51066541887309 -0.87816500031895 -1.0236570050433 1.12474070800806 2.39845379806548 0.39539294102523 -2.17710434332939 2.97532580543831 2.96472646583978 0.523867683374363 -0.22231521577695 0.882045682257694 2.26927895140201 1.12736574653353 -0.150947753198852 -0.0321071379193708 1.08812233368743 1.64613244066719 1.63367547828055 1.69252411270865 0.503433000009726 1.22832985939703 1.51126176824233 1.16495537377059 0.648387663394748 3.57587878060929 1.94288237742771 -0.970801994762285 0.706373425279132 -0.712987193214028 0.417861656247138 -1.0251898530099 0.123112376815951 1.73959074317826 -0.345659439063596 -0.428800568286525 -3.92138231386712 -0.386840162356203 0.444697801585856 0.308667926182534 2.31358023893997 0.102621126266626 0.381974857822525 -0.186952521262035 2.33696154671614 2.87209730904903 0.398871797548605 0.164103019533349 0.779687057974555 2.45660565337268 0.803971434053053 -0.774630133095342 -0.983965063263759 -1.50314942243837 -1.34856846767738 0.449911824464251 2.13859012477851 4.12783138054641 -0.393350681078152 3.9012234919785 -1.06513403216006 -1.68974621623274 1.46716532034611 0.491658541761603 -0.294769920661329 2.05608727995137 -2.95791624040433 3.14572757792084 -0.0356242793121802 0.170246689497025 -1.50757868892464 -2.02724029571478 1.01037002273821 -0.474879082509949 3.02209813536696 -0.331975854552065 0.144211996385638 1.52917286903587 0.558648171505516 0.473225728450739 1.37548359461943 -0.427642898421105 4.628458123269 2.06540286504326 -0.180987383754508 -0.844328028033369 -0.544768359485668
"sp7" 0.928512513252597 1.66556561564928 1.04180158185597 2.632169574099 2.83283985898503 3.7395240357728 0.527207460085116 0.180181974957502 -0.757952165630277 0.337631339098361 3.89882272094719 0.248998325747833 -0.2839648944524 -1.97873028703262 1.54500929162852 -1.51580054654374 0.597689371755767 0.0602511060622657 -0.228880740709588 1.76498216457366 2.39156983214392 4.22630314883429 0.738935993042738 -2.46422258137074 0.52917754871292 -0.0993739876755715 0.96320970224943 -0.412087160229769 2.25699102496524 0.42200229614974 -0.18687882195996 0.803124461285805 1.31359285295293 0.379024125138932 2.1498231326946 1.68663385229533 0.0190366444546378 1.34859282671134 0.225276781331255 4.17440218019739 -0.297126656544704 1.17440904168191 -0.365028239285925 0.882941670345724 -0.85836300895378 1.48441783400637 -1.62178396772643 -3.40782268403183 0.0583602310178818 -2.45984012352537 -2.8992282814726 0.86249276861104 1.79339847793969 2.63461844087839 -1.70065256092599 4.83711753509803 0.723086689354354 1.20076536059272 -0.17946469340782 3.05129027744363 -1.22947000393833 2.84502334556415 3.28433003994245 -0.858043002493262 1.29183664688147 3.99776362572082 1.20561003916457 0.62586095712999 1.68111415733571 3.02627431789778 0.860368716542005 -1.32199738244322 0.11378505083668 0.602039395384945 -0.687372056514909 2.46877075089855 0.0493488150542947 -1.30605508002706 4.60517643052229 0.540781013289218 4.40718052167882 1.65269153479017 -0.396453619611916 0.935016913040684 -0.387539134699222 -0.785029912216702 -0.749804510392412 1.20843248282085 0.379503104122623 -0.508719237942244 2.621874463348 0.0986591253163465 3.00441703007414 -0.0381174783242928 -1.75508994003674 2.55876974868445 2.19571059038745 -0.980594549544655 -1.22549972130676 0.262899276316032
"sp8" 0.466728955301221 2.20920831202319 0.813602672015006 3.71920317996644 3.21524326558696 1.36134483004209 1.2451511565376 -0.677969966137859 -0.913732223689408 1.33002043938595 1.42726373624789 -2.29390449648968 -1.99172958286287 0.1723824922509 2.36971931259641 -2.69772631969665 3.10554799020533 -0.661786601800565 1.07687158613713 -1.33883272105745 1.08277111059318 2.79410521025721 1.76101095063153 0.214654144235253 3.01209607185121 2.35780144619461 -0.179600131457599 -0.261176939717699 2.75249203197468 -1.32557128683489 1.38875597839024 -1.29768730938656 0.65194736925519 -1.3397603212266 3.18346585076498 1.54829675304718 0.413741442726363 2.88955003700111 2.20246680685838 4.7232391555856 1.69074724678415 2.05631309685871 -1.3368307456264 2.76810952176439 -2.23162991046767 1.94980569913916 1.18804468694537 -0.547092993123717 0.268245602088083 -0.482690881929888 -2.59572316756939 -0.897264790217076 -2.36109552130194 1.57005290297075 -0.541307145766171 2.23546787899063 0.587878290649675 1.05518224122082 1.22366291853499 -0.0510313603376946 -1.89631334331908 2.46883966974901 4.38225159217092 0.819246364181855 1.42114353498341 1.76504969014585 1.00529219243579 3.24894127527101 0.17445473369274 3.44786089035429 1.61262380215576 1.30555050978784 1.92156037504103 0.058134209327985 0.714150168267745 0.554614021873248 1.87571742160783 -0.276620715534787 3.54272755872254 -0.916694224594698 4.53554331008339 0.20319677967046 3.84960703157273 -0.130614776685653 0.559576666012702 -0.728176819048461 -2.28796501226481 1.76297128147768 -0.574567631539325 0.899438229875159 1.7004359528714 0.058863227235077 3.58149077826785 0.398983173688366 -2.73253722073909 2.46828113685565 3.21554545577915 -0.211432234017041 0.0451974352234199 0.0680083962238102
"sp9" -1.12357621830529 0.95501315751448 0.216187796361253 2.84581519040102 4.97871692310284 0.898445602260899 -1.00260087172356 0.652234887637157 -2.89421080676623 0.447702433910321 2.57860355585121 0.904430060375424 1.63471934152644 1.51224434662088 3.28268069630168 -2.69921738883145 -0.895461182747255 1.33609584438885 1.2558354504838 1.48687191191539 4.25276995963427 -1.16968328729628 0.118309439346423 -0.162365699499717 0.296124318009586 0.289278955687351 0.307023708047756 -0.480199640964279 3.28221523249627 3.01111781011314 0.638185884967586 1.00371763884149 -0.770942948278592 0.799929811224934 0.525394668497196 -0.102396634999372 0.400059852613662 1.77743101949657 2.92857152836689 5.38574966568824 3.15573906279531 2.72913633014509 -0.697624739130432 1.07422621554252 -0.352789116484386 3.78818412094912 -0.0874464436392648 -0.55777837207915 1.03126763629721 -1.20824555308848 -0.970411327013886 2.94163465673943 1.80059325844282 2.22007905807186 1.17146597846305 1.35111659210019 1.25855165851934 -0.653582550274203 1.53109741832973 4.48460085637837 -1.94382762740863 2.86182412409475 4.89184551027635 2.59041371805723 4.79148541848492 2.74470364082795 -0.907464118189665 1.91579542155746 -0.688706339688964 4.44366420528946 1.01369651007591 2.12123096361696 3.17810370607207 -0.199422360791328 -0.972080662943424 1.98234584425771 2.60434242858923 -0.550837128473713 1.96030385801594 0.609008906804943 2.98127240089993 1.77712485330434 -0.377691261298824 -0.366307789642159 -0.309340238656921 -1.12087932135512 -1.69582756515438 2.24570183906518 -3.00836446041073 1.00959979278577 3.96348912257808 -2.98621345534493 3.4820069173876 -0.172861927189667 0.0702044556458721 2.53861010396223 3.12013828431631 -1.91910149135585 2.68798505748586 1.29644222102733
"sp10" 0.779554094013353 0.578818183686653 2.69479040356155 2.41119873410569 4.18881288086042 3.37001621056878 1.70002375292968 2.48785270136771 -1.6791826318616 2.41670713640965 1.56422599386942 -1.02407569410101 1.4826306340475 -0.236224241368591 -1.13661212959211 0.0349526345100052 2.35222251201391 1.32248814610203 0.242635077191382 2.6063284729256 1.95134994036592 1.54247816920202 -0.391815478712771 0.606619863687392 0.772147815495926 1.05574770808807 -0.626082951895877 0.526468126453521 3.36605486040647 0.140112712877016 -0.117645584919357 -1.12048930107648 1.86831773534495 1.2260861098779 -0.46302590300756 1.42926794680718 2.43224511243955 2.98648139293117 1.88478955943718 1.25040963303842 0.240891343907349 2.4781060973734 -0.42774925798255 1.78345381731732 0.141152140443699 1.21073540680513 1.10267305908999 2.18543824501193 2.42407258955039 2.07952292799027 0.276986680501263 0.686577858194891 0.645658909011876 2.74454753756139 0.392089880857702 -1.58789665252523 -0.0608357961184265 -1.15829205080708 2.51296594516424 2.56456672816574 -2.73586143057549 1.22800252893621 1.31680724555041 -0.105746159843482 1.91571790967908 0.343820838822404 2.4256955179407 2.97224983247028 0.745898940073039 3.03474317277706 2.7680047911766 0.699516643605525 4.56598504234698 -0.938925260418633 -0.894688548886158 2.57488311716594 3.31715791229949 -0.380722720727453 0.747001279640815 0.828943263400985 1.34847289845458 3.03847473888364 -1.24975988633363 -0.152532203804107 0.402847535305554 -1.32805264137469 0.668299295178526 2.48295441683703 0.519256659922173 1.72129252774713 2.47221727556689 0.951211834784849 1.48789744451951 -0.978106118971074 -2.4072671709343 0.878960321721351 0.046524896276831 1.58778999201158 0.173438298734523 1.4433517794171
